id_lugar,nombre,rating,reseñas,rango_precio,lat,lon,direccion,tipo,estado_negocio,Tipo
ChIJA4tH_EWaP44R36IX4iu26SE,Eros Motel,4.4,490.0,,4.651874299999999,-74.06471479999999,"Cl. 64 #14 - 46, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJZfiK4C2cP44RdVY_MRUtOL4,MOTEL,3.5,54.0,,4.6376086,-74.1655004,"Cl. 38 Sur #87f-41, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ8dGtMvCfP44RjI61DW1HrY4,MOTEL,4.0,30.0,,4.6107531,-74.1721019,"Cl. 55b Sur #62C-87, Kennedy, Bogotá, Cundinamarca","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ-8Z7YBebP44RjHylNqWycoc,Motel El Encanto Vip,3.9,169.0,,4.6832824,-74.0888926,"Cra. 69h #73-26, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ42wlLOqbP44RHLbT5VHBy2g,Motel Temptation,4.2,800.0,,4.6481043,-74.0657658,"Cra. 14a #60-86, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ0SlwXdebP44RlwE2Pu8VqjE,Motel Vip's,4.9,7.0,,4.6530573,-74.0648041,"Cra. 14a #65-24, Chapinero, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJGwWDcUiaP44R2peKohvWFqg,Motel BlueMoon,4.1,98.0,,4.647937,-74.0657986,"Cra. 14a #60-70, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJZ1n6EpmeP44RgyVB5_Lf6Xc,Motel,3.8,335.0,,4.6217904,-74.1517446,"Cra. 78c #38 Sur-3, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJt-UiXBebP44RsSfNCyDZiYU,Motel Blue Sea,4.2,1462.0,,4.683034,-74.08897850000001,"Cl. 73 #69B-74, Engativá, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJuXwyo9meP44RZ3e4M4laly0,Motel Hollywood,4.1,235.0,,4.5915227,-74.13800979999999,"Diagonal 48 sur No. 52c -75 Barrio, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ7Uy_vbqeP44Rikhl4H3qzn0,Motel Orquídea,4.3,109.0,,4.6166078,-74.1367545,"Cra. 71c #8-75 Sur, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJIcCu8LqeP44RkJpG6S0yaaU,Motel Safari,4.0,850.0,,4.6161443,-74.1378644,"Cl. 31 Sur #71D-04, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJtcs69dmeP44RlBzq-iLr0gc,motel camaru,4.4,18.0,,4.5932664,-74.1371388,"Diag. 46A Sur #52C-21, Tunjuelito, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ1_B8j9ycP44R7uKg9AOKYeo,Motel Amoblados Palace,4.2,87.0,,4.6931427,-74.161704,"Avenida Calle 129 #17f9, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJR5G0abqeP44R7aJH0lzWgh0,MOTEL Lm Luna LLena,3.8,239.0,,4.6149206,-74.1371564,"Cl. 31 Sur #70-07, Antonio Nariño, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ7cRhd3-fP44RSIKJC-lq3C4,Moteles en Bogota,4.4,21.0,,4.5717102,-74.12498769999999,"Diagonal, Dg. 45b Sur #Nº 19 - 43, Bogotá, Cundinamarca","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJHQmL-bqeP44Ra6N-IRQT3e0,Las Camelias Motel,4.3,417.0,,4.6160157,-74.138065,"Cl. 31 Sur #71D-25, Kennedy, Bogotá, Cundinamarca","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJP8hhe0iaP44Rz6udXxiN1-Y,Motel El Nuevo Chalet en Chapinero,3.9,386.0,,4.6486993,-74.065869,"Cra 15 #61-62, Teusaquillo, Bogotá, Cundinamarca","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJB2o_uJ-cP44RC26m87iiorA,Motel El Dorado,4.1,196.0,,4.6864827,-74.12570649999999,"Ac. 26 #96a-20, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ1Y5wErqeP44RXAx38IW1BpA,Motel Acuario,4.3,1570.0,,4.6141821,-74.1365407,"Cra. 69c # 31-04, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJe_Bh6eCYP44R2jjts8JyLZ4,Moon Palace Motel,3.9,132.0,,4.584224499999999,-74.0983413,"30, Calle 16AS #15, Antonio Nariño, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJSYyOa7qeP44R1xhmkRsNE9g,Motel Plazas In,4.2,235.0,,4.6145374,-74.13658509999999,"110841, Cl. 31 Sur #69C-37, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJC5_e9EiaP44Rz8S1LFe1hKU,NEVADA SUITE,4.2,408.0,,4.6492418,-74.0666865,"Cra, 16 #61A 18, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ94bW3fmfP44RSCRPYyDUKdo,Motel Las Vegas Kennedy,4.3,22.0,,4.6215633,-74.151958,"Cra. 78c #38a 09 sur, Kennedy, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJT4HEoL6ZP44RY4231i2wNiw,Motel Paraiso Azul,3.9,47.0,,4.5837471,-74.09963379999999,"Cl. 17a Sur #14-67, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJyYtxHe6bP44Rx8cxuOardqg,Motel Chapinero PIRAMIDES DE CRISTAL,3.9,87.0,,4.6473767,-74.0661368,"Cl. 60 #14A - 16, Teusaquillo, Bogotá, Cundinamarca","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJve-R20WaP44RGaGMiaXsdMk,Fontamar Suite,3.1,28.0,,4.6518773,-74.06357779999999,"Cl. 65 #13-47, Chapinero, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ3S8Gjkx1P44Rsa1j6-zaIcs,Motel Kancun,3.7,92.0,,4.57303,-74.2257492,"Cra. 4 #1-47, Soacha, Cundinamarca","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ7-1TCQCZP44Ran_xL4Rekt4,Motel Perla,3.6,20.0,,4.5843052,-74.09901769999999,"Cl. 16a Sur #14-79, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJkfuCx-qbP44R7cbCTihTNOo,Z Motel,3.4,20.0,,4.6492799,-74.065888,"Cra 15 # 62-15, Teusaquillo, Bogotá, Cundinamarca","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ2z3art-YP44RQu7sCBrW5d8,El Cielo,4.0,198.0,,4.583406399999999,-74.0994719,"Cl. 17a Sur #14-29, Antonio Nariño, Bogotá, Cundinamarca","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJdWB4sNmeP44RvLaOfpaZ5Vo,MOTEL LAS GONDOLAS,3.7,198.0,,4.5915132,-74.1380057,"Dg. 49 Sur #52C_50, Tunjuelito, Bogotá, Cundinamarca","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJLeVMWBebP44RajLqj3w8YqM,Motel Fénix,4.3,485.0,,4.6826535,-74.0887795,"Cl. 73 #69B - 22, Engativá, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJI7sMExCbP44RmDqD8OGK7Fs,Motel jhonny cay,4.2,149.0,,4.649426099999999,-74.06572539999999,"Cra. 15 #62-71 a 62, 1, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJWx9vIyqfP44RBL7zThSoATk,Motel Orquídea Real,4.1,111.0,,4.6156594,-74.13752500000001,"Cl. 31 Sur #70b 44, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJ44jJfEiaP44RNeqGXTMuR34,Motel Portal,3.5,147.0,,4.648844,-74.0660054,"Cra 15, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJS5lIqxCbP44R844NEjnuQLs,Motel Ensueño,4.0,433.0,,4.681944,-74.0890476,"Tv. 69b Bis #72-51 L-35, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJwdNJu3iPP44RDi2bM9G-Hig,Motel Rocamar,4.2,499.0,,4.745984,-74.0231278,"Ak 7 #168 - 51, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJrf5UpoucP44R84j3G97zxKE,Motel Four Point,3.9,38.0,,4.6716885,-74.14426499999999,"Cra. 98 #34, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJHYv3dIKPP44RFvpeslHMF74,Motel La Cita,3.8,201.0,,4.7449622,-74.0224963,"Ak 7 #167-65, Bogotá","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJYWAKXBebP44RVmS9AlqmBbA,Motel Calipso Gold,3.7,215.0,,4.6828224,-74.0891567,"Calle 73 # 69b -77 Carrera 69h # 72-84, Bogotá, Cundinamarca","lodging,point_of_interest,establishment",OPERATIONAL,M
ChIJs_EJjUWaP44RNjA7q2VCkk8,Motel Riverside,3.9,120.0,,4.6528754,-74.0646089,"Bogotá, Bogota","lodging,point_of_interest,establishment",OPERATIONAL,M
